x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17
12.259684,2.381684,1.866107,6.971783,9.064837,22.119455,3.903447,28.27133,7.92153,39.321175,13.081646,30.778858,20.889441,8.484785,28.355879,2.054478,22.153414,23.776827,26.379305,17.622982,28.07896,35.334248,17.980282,43.074036,33.630104,8.952279,42.682167,3.818233,36.323009,20.224833,43.064682,28.310038,34.674992,41.220528,43.347832,33.541157
3.454536,13.944286,12.259684,2.381684,6.040112,18.148415,12.406439,27.065956,3.440666,34.482891,13.251513,42.918438,20.013927,10.668178,25.844378,2.281411,21.209761,18.027649,27.876694,27.177378,15.749228,40.036671,27.029778,31.45624,38.42873,12.81604,43.509117,1.588451,40.957016,27.166241,31.097441,17.434475,39.9897,35.314121,31.487625,42.916485
3.845291,3.6283,12.487965,13.936147,11.625641,24.933121,1.7083,20.480513,11.987167,39.15345,2.263971,32.400143,17.10499,5.947561,24.425013,14.21629,15.907994,22.385803,27.737341,15.820933,24.089962,40.442314,18.698759,31.997478,31.051529,5.500308,42.890442,12.14195,36.345367,27.437466,33.384209,16.771517,37.851994,33.919636,41.134502,43.432957
12.461454,10.031267,1.763011,4.537447,11.398901,16.054968,1.975858,27.327974,11.987167,39.15345,1.440803,34.962799,17.10499,5.947561,27.76314,11.744795,22.067644,20.092186,27.876694,27.177378,17.882374,39.281002,27.029778,31.45624,36.004818,8.82127,41.556767,2.237995,42.572121,20.105335,31.693613,27.643469,36.52634,31.632645,43.234196,43.125713
3.853044,10.181784,12.259684,2.381684,5.721436,24.533062,10.425676,18.189419,10.030902,33.431572,1.890294,43.344074,16.828724,8.050747,28.355879,2.054478,17.57375,24.249231,26.379305,17.622982,17.980282,43.074036,26.492878,33.751286,35.899414,4.829357,42.890442,12.14195,38.258678,21.646757,31.693613,27.643469,36.321754,42.72298,40.965736,30.84317
4.67858,12.209487,14.050866,2.139292,7.464207,23.159492,2.191257,15.887723,6.079758,38.558216,13.081646,30.778858,17.830751,11.289069,27.315716,3.964556,21.373192,25.679811,26.379305,17.622982,20.64328,35.349964,28.131895,41.156204,39.297832,6.36886,33.125011,1.936753,42.898857,26.397556,31.097441,17.434475,40.246571,37.66045,32.435589,31.324409
13.142661,7.87377,1.874469,9.37048,7.846992,27.753359,13.515882,15.829735,5.892352,40.754017,13.081646,30.778858,17.830751,11.289069,27.315716,3.964556,26.098486,24.00124,16.458935,18.028833,22.172913,39.759037,27.029778,31.45624,32.427361,10.93313,42.682167,3.818233,32.022137,25.388058,41.283569,16.353586,38.183086,36.540802,31.487625,42.916485
8.069062,14.270653,12.259684,2.381684,1.847764,22.708143,13.570055,21.502317,1.440803,34.962799,13.776708,40.759472,26.458117,6.042251,18.282379,1.994142,21.300114,15.966409,16.896635,26.406866,22.574633,42.487392,18.698759,31.997478,37.01273,2.57562,33.454731,12.89176,32.294285,20.893312,43.064682,28.310038,34.381115,39.232864,42.549751,32.023399
5.210079,8.849998,13.504231,3.704809,10.425676,18.189419,1.975858,27.327974,9.834966,40.052029,4.093883,30.619432,27.652706,7.802301,16.885044,13.612403,20.72056,22.016306,27.876694,27.177378,18.698759,31.997478,26.986547,42.988808,41.463028,6.043087,31.174463,13.184962,32.721233,18.796726,41.451172,24.82221,37.851994,33.919636,31.487625,42.916485
4.67858,12.209487,10.171933,2.707779,3.852195,25.931908,12.472424,17.901766,7.369366,33.008312,1.890294,43.344074,26.575932,9.961747,18.282379,1.994142,16.896635,26.406866,27.737341,15.820933,20.64328,35.349964,26.986547,42.988808,34.851971,10.895256,42.682167,3.818233,31.693613,27.643469,42.759945,17.877806,37.851994,33.919636,43.234196,43.125713
8.169566,10.283249,1.709953,2.084945,9.656849,20.312725,1.975858,27.327974,13.251513,42.918438,1.440803,34.962799,27.76314,11.744795,18.282379,1.994142,22.153414,23.776827,28.626997,18.032988,22.172913,39.759037,26.492878,33.751286,38.42873,12.81604,33.125011,1.936753,34.033581,26.925037,41.283569,16.353586,36.321754,42.72298,42.549751,32.023399
9.191302,12.261806,12.259684,2.381684,9.589489,24.238813,1.7083,20.480513,10.035594,37.999626,2.263971,32.400143,24.344593,6.503272,16.689123,9.875896,18.625465,18.18454,26.097485,28.093691,25.586557,38.578743,16.575888,35.626492,38.266785,8.626646,32.115921,3.61192,38.664246,19.342945,34.033581,26.925037,40.246571,37.66045,33.779518,42.933891
5.210079,8.849998,12.259684,2.381684,11.625641,24.933121,2.191257,15.887723,6.25927,42.990524,10.030902,33.431572,23.279827,8.54568,16.885044,13.612403,17.57375,24.249231,27.737341,15.820933,26.986547,42.988808,18.698759,31.997478,36.004818,8.82127,43.509117,1.588451,34.208946,20.024071,43.064682,28.310038,38.183086,36.540802,32.524029,40.719906
6.0125,10.492266,12.259684,2.381684,7.267858,20.54586,12.406439,27.065956,6.358702,31.1371,13.251513,42.918438,24.402447,10.283836,16.065384,2.243372,26.097485,28.093691,19.543102,16.332283,22.574633,42.487392,16.640842,31.621849,35.899414,4.829357,42.890442,12.14195,39.457668,25.360809,32.721233,18.796726,38.183086,36.540802,31.487625,42.916485
8.169566,10.283249,1.709953,2.084945,7.464207,23.159492,12.472424,17.901766,2.456743,36.683811,13.776708,40.759472,25.534885,12.118211,16.065384,2.243372,19.101679,26.02585,26.379305,17.622982,24.297014,33.872814,17.202343,41.285828,40.578377,8.345562,30.731443,1.959866,34.033581,26.925037,43.117123,15.729348,35.314857,33.555092,41.134502,43.432957
9.191302,12.261806,3.735597,1.864144,9.064837,22.119455,1.804129,18.200689,11.043491,43.134098,2.263971,32.400143,18.637903,9.182534,28.355879,2.054478,26.379305,17.622982,16.896635,26.406866,25.586557,38.578743,16.669998,33.451504,40.4748,4.170368,33.454731,12.89176,38.664246,19.342945,34.033581,26.925037,37.851994,33.919636,41.134502,43.432957
5.552629,6.960854,12.487965,13.936147,10.031518,26.809311,3.813377,17.81848,12.524367,32.858391,4.000715,41.911098,27.315716,3.964556,19.076576,12.711604,17.364025,20.214663,27.876694,27.177378,26.986547,42.988808,16.669998,33.451504,37.01273,2.57562,33.454731,12.89176,41.283569,16.353586,31.693613,27.643469,36.52634,31.632645,41.134502,43.432957
14.050866,2.139292,1.420171,13.389537,3.539279,21.47142,11.563912,28.978966,8.099243,37.158741,2.263971,32.400143,28.703804,5.721052,17.830751,11.289069,23.124529,16.309278,26.097485,28.093691,16.575888,35.626492,26.986547,42.988808,37.172581,10.880182,35.214722,1.769237,39.457668,25.360809,33.384209,16.771517,34.674992,41.220528,40.965736,30.84317
9.305619,7.922612,3.735597,1.864144,5.521137,22.180626,12.406439,27.065956,4.785773,32.686493,8.689443,43.25248,27.652706,7.802301,17.434912,3.860593,18.431683,22.163227,28.028372,25.023315,24.297014,33.872814,17.980282,43.074036,41.556767,2.237995,32.427361,10.93313,42.442738,22.538931,31.097441,17.434475,38.183086,36.540802,31.487625,42.916485
11.390743,12.090415,3.735597,1.864144,5.721436,24.533062,12.472424,17.901766,2.456743,36.683811,13.251513,42.918438,28.800842,9.559237,17.10499,5.947561,23.999142,18.386486,16.098017,28.426065,18.562668,34.527744,26.986547,42.988808,39.362694,2.393479,31.174463,13.184962,40.524719,20.905628,34.033581,26.925037,38.183086,36.540802,31.487625,42.916485
12.461454,10.031267,1.709953,2.084945,11.753763,20.107428,3.903447,28.27133,2.091825,38.749554,12.524367,32.858391,15.679689,11.626307,28.355879,2.054478,26.314301,19.496273,16.896635,26.406866,18.764603,37.012894,27.029778,31.45624,39.594509,10.538824,30.731443,1.959866,42.759945,17.877806,32.022137,25.388058,35.314857,33.555092,41.134502,43.432957
1.420171,13.389537,12.259684,2.381684,5.832975,26.81341,6.987661,16.212572,10.914376,31.189808,1.890294,43.344074,24.344593,6.503272,17.830751,11.289069,18.625465,18.18454,26.097485,28.093691,20.297409,43.038662,25.256065,32.072075,42.890442,12.14195,33.125011,1.936753,36.109356,22.782688,42.759945,17.877806,40.335484,39.981667,32.435589,31.324409
11.26136,8.513605,1.709953,2.084945,1.847764,22.708143,12.472424,17.901766,6.079758,38.558216,13.081646,30.778858,25.474852,8.191348,16.065384,2.243372,26.289454,21.731544,16.458935,18.028833,22.153719,33.544842,26.986547,42.988808,35.899414,4.829357,40.824184,12.303706,43.225533,24.468887,31.097441,17.434475,40.335484,39.981667,30.717192,32.239498
5.941352,2.502493,11.390743,12.090415,8.240567,18.31683,1.975858,27.327974,7.92153,39.321175,13.081646,30.778858,26.575932,9.961747,16.885044,13.612403,19.701567,20.08868,26.097485,28.093691,16.669998,33.451504,26.986547,42.988808,40.578377,8.345562,33.125011,1.936753,37.07465,17.643826,43.064682,28.310038,33.779518,42.933891,40.225086,33.009525
1.874469,9.37048,12.259684,2.381684,7.464207,23.159492,13.801069,28.796885,4.785773,32.686493,13.251513,42.918438,25.534885,12.118211,16.065384,2.243372,22.067644,20.092186,27.876694,27.177378,18.764603,37.012894,27.029778,31.45624,40.4748,4.170368,31.174463,13.184962,31.097441,17.434475,43.064682,28.310038,32.524029,40.719906,42.549751,32.023399
11.69842,4.311776,1.420171,13.389537,9.064837,22.119455,1.975858,27.327974,11.987167,39.15345,1.440803,34.962799,22.914984,4.959898,28.961069,13.571439,26.379305,17.622982,18.366882,28.071184,20.297409,43.038662,27.029778,31.45624,38.194939,4.434693,33.454731,12.89176,31.693613,27.643469,43.117123,15.729348,38.183086,36.540802,33.779518,42.933891
6.0125,10.492266,10.171933,2.707779,3.813377,17.81848,11.563912,28.978966,11.987167,39.15345,2.263971,32.400143,23.279827,8.54568,17.434912,3.860593,24.29763,22.999802,18.625465,18.18454,22.153719,33.544842,26.986547,42.988808,38.42873,12.81604,33.125011,1.936753,38.258678,21.646757,33.205353,29.315371,35.314857,33.555092,41.948528,41.370834
1.866107,6.971783,13.587143,11.776792,3.539279,21.47142,11.563912,28.978966,10.030902,33.431572,1.890294,43.344074,23.279827,8.54568,18.282379,1.994142,20.605438,27.766447,25.349136,16.102629,26.492878,33.751286,17.202343,41.285828,41.556767,2.237995,33.454731,12.89176,34.25135,21.915842,42.442738,22.538931,35.314857,33.555092,41.948528,41.370834
3.594255,7.993091,12.259684,2.381684,9.539145,29.248222,3.813377,17.81848,6.079758,38.558216,13.081646,30.778858,23.360931,12.30045,16.065384,2.243372,18.431683,22.163227,29.539461,28.48501,22.153719,33.544842,28.131895,41.156204,33.462116,5.267863,42.890442,12.14195,38.591278,27.490108,31.097441,17.434475,40.335484,39.981667,30.717192,32.239498
5.552629,6.960854,13.587143,11.776792,5.721436,24.533062,2.191257,15.887723,2.263971,32.400143,13.251513,42.918438,18.637903,9.182534,28.355879,2.054478,27.876694,27.177378,18.625465,18.18454,23.633484,37.921043,17.202343,41.285828,39.594509,10.538824,30.731443,1.959866,33.384209,16.771517,42.898857,26.397556,38.374199,38.945171,32.73241,33.488953
6.0125,10.492266,12.259684,2.381684,11.753763,20.107428,1.975858,27.327974,3.440666,34.482891,13.251513,42.918438,27.315716,3.964556,19.076576,12.711604,19.8559,23.999672,28.626997,18.032988,26.052645,40.945286,18.698759,31.997478,31.174463,13.184962,43.509117,1.588451,38.258678,21.646757,31.693613,27.643469,38.183086,36.540802,43.433014,40.52597
3.746871,5.789581,12.487965,13.936147,5.832975,26.81341,12.472424,17.901766,11.987167,39.15345,1.440803,34.962799,26.458117,6.042251,19.076576,12.711604,23.864738,25.340637,27.737341,15.820933,26.492878,33.751286,17.980282,43.074036,31.168989,9.180471,43.509117,1.588451,40.821884,18.610723,31.693613,27.643469,38.183086,36.540802,43.234196,43.125713
3.594255,7.993091,13.504231,3.704809,3.753053,23.646757,12.472424,17.901766,7.369366,33.008312,11.043491,43.134098,27.652706,7.802301,16.065384,2.243372,28.195272,22.809437,18.366882,28.071184,27.553593,37.424252,16.640842,31.621849,40.578377,8.345562,33.125011,1.936753,39.723995,29.223682,39.187977,16.941534,36.099491,35.689362,43.234196,43.125713
7.626481,6.244706,13.587143,11.776792,8.240567,18.31683,1.975858,27.327974,8.039134,34.958225,13.251513,42.918438,26.575932,9.961747,17.434912,3.860593,24.285004,27.722836,16.458935,18.028833,23.633484,37.921043,17.980282,43.074036,40.4748,4.170368,31.168989,9.180471,41.451172,24.82221,33.384209,16.771517,35.314857,33.555092,43.234196,43.125713
8.169566,10.283249,3.735597,1.864144,3.852195,25.931908,9.229856,16.234201,3.984266,39.809875,12.227079,34.913815,27.76314,11.744795,16.065384,2.243372,17.57375,24.249231,28.626997,18.032988,24.798401,42.799507,18.698759,31.997478,32.33876,7.209745,43.480679,13.864746,40.073639,23.120764,31.097441,17.434475,33.779518,42.933891,42.549751,32.023399
3.746871,5.789581,13.587143,11.776792,11.291821,22.449705,1.975858,27.327974,12.524367,32.858391,1.915896,41.096157,24.344593,6.503272,16.885044,13.612403,19.101679,26.02585,26.379305,17.622982,17.202343,41.285828,28.07896,35.334248,38.42873,12.81604,33.125011,1.936753,42.572121,20.105335,31.693613,27.643469,38.374199,38.945171,32.435589,31.324409
11.390743,12.090415,1.763011,4.537447,4.645905,16.012371,11.563912,28.978966,12.227079,34.913815,1.915896,41.096157,24.344593,6.503272,16.885044,13.612403,28.626997,18.032988,16.896635,26.406866,20.205828,33.338856,26.986547,42.988808,42.682167,3.818233,33.454731,12.89176,35.865459,25.183268,42.759945,17.877806,36.317348,37.962215,41.134502,43.432957
7.626481,6.244706,2.442649,11.664333,5.021978,19.942192,13.524116,25.479881,9.834966,40.052029,2.263971,32.400143,24.402447,10.283836,16.885044,13.612403,20.605438,27.766447,27.737341,15.820933,21.341242,37.44611,29.219732,43.018032,34.763386,6.959069,42.890442,12.14195,42.898857,26.397556,33.384209,16.771517,36.099491,35.689362,43.433014,40.52597
9.305619,7.922612,3.735597,1.864144,12.406439,27.065956,2.191257,15.887723,5.762396,34.514938,8.689443,43.25248,24.402447,10.283836,17.434912,3.860593,17.364025,20.214663,27.876694,27.177378,22.172913,39.759037,18.698759,31.997478,35.214722,1.769237,42.890442,12.14195,34.208946,20.024071,42.898857,26.397556,40.219547,41.998932,32.435589,31.324409
11.26136,8.513605,1.763011,4.537447,1.975858,27.327974,13.515882,15.829735,3.984266,39.809875,10.914376,31.189808,20.889528,6.167338,16.885044,13.612403,27.876694,27.177378,16.458935,18.028833,17.202343,41.285828,27.029778,31.45624,33.125011,1.936753,42.890442,12.14195,42.572121,20.105335,31.693613,27.643469,35.314857,33.555092,41.948528,41.370834
12.461454,10.031267,1.709953,2.084945,1.804129,18.200689,11.563912,28.978966,4.000715,41.911098,12.524367,32.858391,22.434755,6.993869,16.885044,13.612403,23.999142,18.386486,16.098017,28.426065,18.698759,31.997478,29.219732,43.018032,31.168989,9.180471,43.211639,5.784032,35.865459,25.183268,41.283569,16.353586,34.297363,31.498251,43.234196,43.125713
9.69471,5.251827,3.454536,13.944286,7.799092,25.548443,2.191257,15.887723,12.227079,34.913815,1.890294,43.344074,23.279827,8.54568,16.065384,2.243372,17.49852,16.076334,28.028372,25.023315,21.341242,37.44611,26.986547,42.988808,35.916256,13.213943,41.556767,2.237995,37.894058,23.881098,31.097441,17.434475,38.374199,38.945171,30.387573,34.537495
4.67858,12.209487,12.259684,2.381684,3.539279,21.47142,13.514722,19.532516,7.875777,41.39159,2.263971,32.400143,22.182865,10.427992,18.282379,1.994142,26.289454,21.731544,16.098017,28.426065,22.172913,39.759037,28.645863,33.050423,41.463028,6.043087,33.454731,12.89176,36.323009,20.224833,43.064682,28.310038,36.317348,37.962215,41.948528,41.370834
13.142661,7.87377,1.709953,2.084945,10.425676,18.189419,1.936354,24.972271,7.875777,41.39159,2.263971,32.400143,23.360931,12.30045,18.282379,1.994142,24.285004,27.722836,16.458935,18.028833,27.232578,39.402386,18.698759,31.997478,33.630104,8.952279,42.890442,12.14195,37.07465,17.643826,34.033581,26.925037,36.099491,35.689362,41.134502,43.432957
12.461454,10.031267,3.735597,1.864144,3.852195,25.931908,13.515882,15.829735,5.762396,34.514938,13.251513,42.918438,24.99098,4.281222,17.830751,11.289069,19.701567,20.08868,27.876694,27.177378,22.172913,39.759037,16.640842,31.621849,34.584412,3.358719,43.480679,13.864746,37.588486,25.859335,42.759945,17.877806,35.314857,33.555092,43.234196,43.125713
3.594255,7.993091,12.259684,2.381684,4.645905,16.012371,10.031518,26.809311,1.915896,41.096157,12.524367,32.858391,24.99098,4.281222,16.689123,9.875896,26.379305,17.622982,27.876694,27.177378,23.361811,31.608715,17.980282,43.074036,42.682167,3.818233,31.174463,13.184962,37.894058,23.881098,35.558952,15.864164,38.383308,41.277809,32.435589,31.324409
3.853044,10.181784,12.259684,2.381684,5.873601,29.031565,1.804129,18.200689,1.915896,41.096157,12.524367,32.858391,26.458117,6.042251,16.885044,13.612403,22.697165,21.942261,27.737341,15.820933,25.500599,36.063778,17.202343,41.285828,34.763386,6.959069,42.890442,12.14195,42.759945,17.877806,34.033581,26.925037,38.374199,38.945171,32.435589,31.324409
13.453643,5.667727,1.420171,13.389537,13.566037,23.538876,2.191257,15.887723,10.098939,35.795761,4.054393,43.709354,25.474852,8.191348,18.282379,1.994142,24.29763,22.999802,18.625465,18.18454,27.232578,39.402386,16.640842,31.621849,34.584412,3.358719,43.480679,13.864746,38.664246,19.342945,31.693613,27.643469,31.487625,42.916485,43.347832,33.541157
10.171933,2.707779,1.420171,13.389537,12.406439,27.065956,1.804129,18.200689,7.875777,41.39159,13.081646,30.778858,26.575932,9.961747,17.10499,5.947561,17.364025,20.214663,27.876694,27.177378,28.645863,33.050423,17.980282,43.074036,39.297832,6.36886,31.174463,13.184962,32.152889,23.076643,41.283569,16.353586,36.317348,37.962215,42.549751,32.023399
5.552629,6.960854,13.587143,11.776792,1.975858,27.327974,12.472424,17.901766,3.440666,34.482891,13.776708,40.759472,22.914984,4.959898,26.67815,13.945593,25.994734,26.131958,16.458935,18.028833,23.361811,31.608715,17.202343,41.285828,32.427361,10.93313,43.509117,1.588451,39.457668,25.360809,33.384209,16.771517,36.099491,35.689362,41.948528,41.370834
1.709953,2.084945,11.390743,12.090415,3.813377,17.81848,10.031518,26.809311,4.389016,36.012264,11.987167,39.15345,22.434755,6.993869,16.065384,2.243372,18.431683,22.163227,26.379305,17.622982,16.640842,31.621849,26.986547,42.988808,35.916256,13.213943,39.362694,2.393479,32.721233,18.796726,43.064682,28.310038,34.068375,35.122849,41.948528,41.370834
1.763011,4.537447,13.587143,11.776792,7.799092,25.548443,2.191257,15.887723,11.705155,41.191299,2.263971,32.400143,23.279827,8.54568,16.065384,2.243372,22.153414,23.776827,26.379305,17.622982,18.562668,34.527744,28.645863,33.050423,36.004818,8.82127,42.682167,3.818233,34.033581,26.925037,42.759945,17.877806,38.383308,41.277809,42.549751,32.023399
5.811635,4.783577,12.461454,10.031267,11.625641,24.933121,1.7083,20.480513,8.039134,34.958225,1.890294,43.344074,24.402447,10.283836,18.282379,1.994142,26.289454,21.731544,16.896635,26.406866,20.021141,39.171135,25.256065,32.072075,33.630104,8.952279,43.211639,5.784032,34.046619,24.263729,42.759945,17.877806,36.464397,40.253582,40.965736,30.84317
5.552629,6.960854,12.259684,2.381684,11.398901,16.054968,1.936354,24.972271,8.099243,37.158741,1.915896,41.096157,21.229685,3.971005,28.961069,13.571439,22.543243,27.219568,28.626997,18.032988,21.13554,31.49114,29.219732,43.018032,33.462116,5.267863,42.890442,12.14195,34.25135,21.915842,43.117123,15.729348,36.317348,37.962215,42.549751,32.023399
1.709953,2.084945,12.487965,13.936147,5.721436,24.533062,10.425676,18.189419,6.25927,42.990524,12.524367,32.858391,20.889528,6.167338,27.76314,11.744795,22.067644,20.092186,26.097485,28.093691,28.645863,33.050423,20.931616,41.166924,38.266785,8.626646,33.125011,1.936753,32.721233,18.796726,40.957016,27.166241,34.218891,37.072338,43.234196,43.125713
9.305619,7.922612,1.709953,2.084945,11.753763,20.107428,1.975858,27.327974,2.456743,36.683811,14.306152,36.345379,20.889441,8.484785,28.355879,2.054478,17.57375,24.249231,28.626997,18.032988,16.575888,35.626492,26.986547,42.988808,32.427361,10.93313,43.509117,1.588451,35.291286,29.360632,40.821884,18.610723,36.099491,35.689362,41.948528,41.370834
5.811635,4.783577,10.303399,14.168298,7.846992,27.753359,13.515882,15.829735,2.456743,36.683811,13.251513,42.918438,22.182865,10.427992,28.355879,2.054478,22.697165,21.942261,16.098017,28.426065,20.021141,39.171135,28.645863,33.050423,34.584412,3.358719,42.890442,12.14195,40.524719,20.905628,31.693613,27.643469,34.068375,35.122849,43.234196,43.125713
7.626481,6.244706,13.587143,11.776792,1.847764,22.708143,12.406439,27.065956,11.043491,43.134098,2.263971,32.400143,21.221653,12.40289,16.065384,2.243372,19.101679,26.02585,25.349136,16.102629,21.13554,31.49114,24.798401,42.799507,39.297832,6.36886,31.174463,13.184962,36.109356,22.782688,42.759945,17.877806,32.73241,33.488953,43.234196,43.125713
9.69471,5.251827,1.420171,13.389537,1.975858,27.327974,13.515882,15.829735,8.099243,37.158741,13.251513,42.918438,23.237492,2.636422,19.076576,12.711604,20.605438,27.766447,17.49852,16.076334,26.986547,42.988808,18.698759,31.997478,39.362694,2.393479,43.480679,13.864746,40.957016,27.166241,33.384209,16.771517,36.464397,40.253582,42.549751,32.023399
9.305619,7.922612,1.709953,2.084945,3.852195,25.931908,13.515882,15.829735,8.099243,37.158741,2.263971,32.400143,24.99098,4.281222,16.885044,13.612403,25.994734,26.131958,18.625465,18.18454,20.297409,43.038662,16.640842,31.621849,37.01273,2.57562,40.824184,12.303706,37.07465,17.643826,43.064682,28.310038,36.317348,37.962215,42.549751,32.023399
5.941352,2.502493,13.587143,11.776792,9.656849,20.312725,1.975858,27.327974,4.054393,43.709354,10.030902,33.431572,24.344593,6.503272,19.076576,12.711604,23.999142,18.386486,24.285004,27.722836,22.978193,35.709885,26.986547,42.988808,37.172581,10.880182,43.509117,1.588451,42.442738,22.538931,31.693613,27.643469,34.218891,37.072338,43.234196,43.125713
1.874469,9.37048,13.453643,5.667727,9.589489,24.238813,1.804129,18.200689,12.10933,37.042957,1.890294,43.344074,25.474852,8.191348,16.065384,2.243372,27.876694,27.177378,16.458935,18.028833,24.089962,40.442314,16.640842,31.621849,40.824184,12.303706,33.125011,1.936753,42.572121,20.105335,31.693613,27.643469,38.75312,31.464928,33.779518,42.933891
9.69471,5.251827,1.420171,13.389537,5.021978,19.942192,12.406439,27.065956,8.689443,43.25248,4.785773,32.686493,24.402447,10.283836,18.282379,1.994142,17.49852,16.076334,27.876694,27.177378,24.798401,42.799507,16.640842,31.621849,35.899414,4.829357,40.824184,12.303706,41.283569,16.353586,33.205353,29.315371,38.383308,41.277809,32.435589,31.324409
11.370604,6.576031,1.763011,4.537447,11.563912,28.978966,3.813377,17.81848,10.914376,31.189808,4.054393,43.709354,21.229685,3.971005,28.961069,13.571439,22.543243,27.219568,17.49852,16.076334,28.07896,35.334248,17.980282,43.074036,38.266785,8.626646,33.125011,1.936753,42.898857,26.397556,31.097441,17.434475,32.73241,33.488953,43.234196,43.125713
1.866107,6.971783,12.487965,13.936147,7.464207,23.159492,11.398901,16.054968,6.079758,38.558216,13.081646,30.778858,22.434755,6.993869,26.67815,13.945593,19.701567,20.08868,27.450321,29.354897,22.978193,35.709885,24.798401,42.799507,38.194939,4.434693,33.454731,12.89176,42.442738,22.538931,32.294285,20.893312,32.435589,31.324409,41.134502,43.432957
3.594255,7.993091,13.504231,3.704809,12.472424,17.901766,1.975858,27.327974,1.890294,43.344074,12.524367,32.858391,23.279827,8.54568,25.844378,2.281411,23.124529,16.309278,20.605438,27.766447,24.089962,40.442314,18.698759,31.997478,35.899414,4.829357,42.890442,12.14195,32.294285,20.893312,42.898857,26.397556,36.317348,37.962215,42.549751,32.023399
